title,company,location,date,link,image_url,image_filename
Data Analyst-25-74227,cyberThink Inc,"Plano, TX",2 days ago,https://www.linkedin.com/jobs/view/data-analyst-25-74227-at-cyberthink-inc-4337327812?position=41&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=cyn%2Fe26S26KatAIJCwJlfA%3D%3D,https://media.licdn.com/dms/image/v2/D560BAQFTzqSCIq4Vcw/company-logo_100_100/B56ZhVdZhzHMAU-/0/1753780427350/cyberthink_inc_logo?e=2147483647&v=beta&t=5kk7QAZvp6dVfwCI2qGyaFjYRtQll5LBFlfo-DOW2qk,cyberThink_Inc_Data_Analyst-25-74227_40.jpg
Data Analyst,Jobs via Dice,"Juno Beach, FL",2 days ago,https://www.linkedin.com/jobs/view/data-analyst-at-jobs-via-dice-4320632357?position=42&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=P0Sn3MIgudezue6DdYc2dw%3D%3D,https://media.licdn.com/dms/image/v2/D560BAQFwOT1y-MRTFQ/company-logo_100_100/B56ZVEKZkcHsAQ-/0/1740605332130/jobs_via_dice_logo?e=2147483647&v=beta&t=EZY1uMT7XQYYUs4UMQmbM_7Zi-p9IWZqJHT9xbNktRY,Jobs_via_Dice_Data_Analyst_41.jpg
Marketing Data Analyst: 25-06587,"Akraya, Inc.","Menlo Park, CA",1 day ago,https://www.linkedin.com/jobs/view/marketing-data-analyst-25-06587-at-akraya-inc-4312237224?position=43&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=gwYCDhM3j4QuFNPyh23vNw%3D%3D,https://media.licdn.com/dms/image/v2/C560BAQHvgNZ-eiCxhA/company-logo_100_100/company-logo_100_100/0/1657039456688/akraya_inc_logo?e=2147483647&v=beta&t=PiZqtIdZ7UXn7CXdM69NyMXqdp4FOa7gqOhqHJGQkzk,Akraya_Inc_Marketing_Data_Analyst_25-06587_42.jpg
Data Analyst,Joinrs,United States,N/A,https://www.linkedin.com/jobs/view/data-analyst-at-joinrs-4333825326?position=44&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=IJoKD0DnKV49hjAaN4fevw%3D%3D,https://media.licdn.com/dms/image/v2/D4D0BAQFprpI9tmkwfA/company-logo_100_100/company-logo_100_100/0/1696490265118/joinrs_italia_logo?e=2147483647&v=beta&t=ibNOUGYzhH_7fohpZlVdbtXPJHJkPdm2EpLjMh5e3k0,Joinrs_Data_Analyst_43.jpg
"Manager, Data Science & Analytics",Zeta Global,"New York, United States",1 day ago,https://www.linkedin.com/jobs/view/manager-data-science-analytics-at-zeta-global-4320674011?position=45&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=2oRYfJ2LlV%2FctLEOl7Je6Q%3D%3D,https://media.licdn.com/dms/image/v2/D560BAQGTJOVLCXcK2Q/company-logo_100_100/company-logo_100_100/0/1688167933799/zetaglobal_logo?e=2147483647&v=beta&t=-z5ENqF3rFnbqgxEPfLdRmI82IWaUyT76etcprS_2VU,Zeta_Global_Manager_Data_Science__Analytics_44.jpg
Analytics & Visualization Specialist,GP Fund Solutions,"Latham, NY",2 days ago,https://www.linkedin.com/jobs/view/analytics-visualization-specialist-at-gp-fund-solutions-4320387618?position=46&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=xpMuHQW%2FdTgebRArFRIiDQ%3D%3D,https://media.licdn.com/dms/image/v2/C560BAQHgTOQWuFWKaw/company-logo_100_100/company-logo_100_100/0/1654549248827/gp_fund_solutions_llc_logo?e=2147483647&v=beta&t=auJKCFH8DJCWlhhu4i4RUnJSW44SqiYEu2nkkdbERws,GP_Fund_Solutions_Analytics__Visualization_Specialist_45.jpg
"Junior Tableau Analyst, Digital Experience",Savills North America,"Tampa, FL",3 days ago,https://www.linkedin.com/jobs/view/junior-tableau-analyst-digital-experience-at-savills-north-america-4333818364?position=47&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=pOTvGBvjgKb%2BIheAfBlKwg%3D%3D,https://media.licdn.com/dms/image/v2/C560BAQEewhSSOXMg9w/company-logo_100_100/company-logo_100_100/0/1657209020449?e=2147483647&v=beta&t=0sbmE7oDLNtG9s0iORSt0sR4Jmx2T4dqKwgDQOY3SZo,Savills_North_America_Junior_Tableau_Analyst_Digital_Experience_46.jpg
Data Analyst,Helic & Co.,United States,N/A,https://www.linkedin.com/jobs/view/data-analyst-at-helic-co-4334540985?position=48&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=tSNDmbghyTjnRC3pDHZlfg%3D%3D,https://media.licdn.com/dms/image/v2/D4E0BAQGBNZ-3rShTEw/company-logo_100_100/company-logo_100_100/0/1734174956627?e=2147483647&v=beta&t=yBKRJCP06tg-_JXcdL3oS8uaRy34EMTcNXRcbej4a04,Helic__Co_Data_Analyst_47.jpg
DATA ANALYST,The Home Depot,"Atlanta, GA",N/A,https://www.linkedin.com/jobs/view/data-analyst-at-the-home-depot-4320887982?position=49&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=8rnNMBcq7qBYURvUhEnZnA%3D%3D,https://media.licdn.com/dms/image/v2/C4E0BAQHzR2llYqUBtg/company-logo_100_100/company-logo_100_100/0/1630656428961/the_home_depot_logo?e=2147483647&v=beta&t=EZjw3CxR9dQa_S8IcVWwrJLtZ7v0iwT8gQFC8QOkvJw,The_Home_Depot_DATA_ANALYST_48.jpg
Business Intelligence Analyst,Paramount+,"New York, NY",N/A,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-paramount%2B-4313086011?position=50&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=0x8fQq26oQTBfdmxHF2%2BqA%3D%3D,https://media.licdn.com/dms/image/v2/C560BAQE5bSeR4MB9Pg/company-logo_100_100/company-logo_100_100/0/1657042469735/paramount_plus_logo?e=2147483647&v=beta&t=DG0-WF0JPW7LTqEiAdzmJZsfOLVx2_0SknjdEEPwOWU,Paramount_Business_Intelligence_Analyst_49.jpg
Data Analyst,Avanciers Inc.,"Richardson, TX",1 day ago,https://www.linkedin.com/jobs/view/data-analyst-at-avanciers-inc-4337468031?position=51&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=82994XIyBSPCUeA%2Fy9NiAw%3D%3D,https://media.licdn.com/dms/image/v2/D560BAQHfUzFLphGG_A/company-logo_100_100/B56ZkYjZFPIAAY-/0/1757053555504/avanciers_inc_logo?e=2147483647&v=beta&t=-C4lPqK31DjmE5k9NV94-83kj6wN6Uo4nEaRbu_3J-g,Avanciers_Inc_Data_Analyst_50.jpg
Data Analyst Intern,Lensa,"Carlsbad, CA",2 days ago,https://www.linkedin.com/jobs/view/data-analyst-intern-at-lensa-4303947739?position=52&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=kh2FpsjCMpl4efBdx%2BOeMQ%3D%3D,https://media.licdn.com/dms/image/v2/D4D0BAQEkHa-0Aki9XQ/company-logo_100_100/B4DZaKylu7GsAQ-/0/1746085240184/lensa_logo?e=2147483647&v=beta&t=vxuqQreX_wx1J2lugCeUKuGGZtbGyjhRRFeWyrBMnFQ,Lensa_Data_Analyst_Intern_51.jpg
Marketing Data Analyst,Peoples Bank,"Munster, IN",2 days ago,https://www.linkedin.com/jobs/view/marketing-data-analyst-at-peoples-bank-4320703539?position=53&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=j7KYXfMSYBtgmffRq%2FOvvQ%3D%3D,https://media.licdn.com/dms/image/v2/C4D0BAQG41tnkyotf0Q/company-logo_100_100/company-logo_100_100/0/1634049326743/peoples_bank_logo?e=2147483647&v=beta&t=ystKcRKE-unwshq1vtRYj8b4zzyW6zmy5JXyRLxBSmg,Peoples_Bank_Marketing_Data_Analyst_52.jpg
Data Analyst,Mondo,"Philadelphia, PA",N/A,https://www.linkedin.com/jobs/view/data-analyst-at-mondo-4334600883?position=54&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=7G0AUubmCozI94sq7%2FdXPw%3D%3D,https://media.licdn.com/dms/image/v2/D4E0BAQEmRdcKXQ1AgQ/company-logo_100_100/company-logo_100_100/0/1728332474750/mondo_logo?e=2147483647&v=beta&t=ivWUFMQkfoFAkzAn3bXvCrp9_IyFjkVoY7ibaqLkZ5o,Mondo_Data_Analyst_53.jpg
Business Data Analyst,MethodHub,"Mountain View, CA",1 day ago,https://www.linkedin.com/jobs/view/business-data-analyst-at-methodhub-4334218014?position=55&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=FdAqKTTafq5kBeJ90Rz26g%3D%3D,https://media.licdn.com/dms/image/v2/D560BAQFzSMjI6T8LGw/company-logo_100_100/B56ZWABEv3HsAQ-/0/1741609520755/methodhubsoftware_logo?e=2147483647&v=beta&t=MkCtRZu648jepOdfFtuDHJf4HXV-KMOTREgddrCUqGk,MethodHub_Business_Data_Analyst_54.jpg
Data Analyst (Remote),Elder Research,"Arlington, VA",2 days ago,https://www.linkedin.com/jobs/view/data-analyst-remote-at-elder-research-4149345608?position=56&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=mubIXLZ0rMKTKwc3tMm64Q%3D%3D,https://media.licdn.com/dms/image/v2/C4E0BAQGo1uXIb8eqEA/company-logo_100_100/company-logo_100_100/0/1630629938747/elder_research_inc_logo?e=2147483647&v=beta&t=qlPBkMcVShCVPpNO9WtPJ_ZRLmUwXuWi79kzhWz3DEE,Elder_Research_Data_Analyst_Remote_55.jpg
Merchandise Data Analyst,Randstad USA,"Newark, NJ",2 days ago,https://www.linkedin.com/jobs/view/merchandise-data-analyst-at-randstad-usa-4334110271?position=57&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=jNFFVjOwi%2FPuvZSgmTf%2F6Q%3D%3D,https://media.licdn.com/dms/image/v2/D4E0BAQE_kI3zagZZ3w/company-logo_100_100/B4EZcxMLdxHkAg-/0/1748876966038/randstadusa_logo?e=2147483647&v=beta&t=DiFKThBnU_FgKTTodyb0Rx-BItGZJEFiUhY_Q0tIgLU,Randstad_USA_Merchandise_Data_Analyst_56.jpg
Data Analyst,Serigor Inc,"Arlington, VA",2 days ago,https://www.linkedin.com/jobs/view/data-analyst-at-serigor-inc-4334127566?position=58&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=He10ttKbf2RuXu0NjKLFVw%3D%3D,https://media.licdn.com/dms/image/v2/C510BAQEA4Z53bk82LQ/company-logo_100_100/company-logo_100_100/0/1630583725594/serigor_inc_logo?e=2147483647&v=beta&t=JSkOVAQYeCWwXx6XKuvhewCXIk6JN_c1uRi771AdHp0,Serigor_Inc_Data_Analyst_57.jpg
Data & Analytics - Consultant,Avaap,United States,2 days ago,https://www.linkedin.com/jobs/view/data-analytics-consultant-at-avaap-4334000003?position=59&pageNum=0&refId=i6OfmEfIsLXxg5S6Si37lg%3D%3D&trackingId=5qmp50Oq%2B4zWxN1YR14NbQ%3D%3D,https://media.licdn.com/dms/image/v2/D560BAQFtK9qwMMzG9g/company-logo_100_100/B56ZdU_GW2GQAY-/0/1749477517124/avaap_logo?e=2147483647&v=beta&t=0nK0D9iTvxIGkYemiNzpSVlyxQBqXd40OaUuEgSq0UU,Avaap_Data__Analytics_-_Consultant_58.jpg
